R.br.,Latituda,Longituda,Kategorija saobraćajnice,Datum nastanka saobraćajne nezgode,Vrijeme nastanka saobraćajne nezgode,Vremenske prilike,Period dana,Stanje kolovoza,Broj poginulih osoba,Broj teško povrijeđenih osoba,Broj lakše povrijeđenih osoba,"Vrsta, tip saobraćajne nezgode",Područje,Tip puta,Horizontalna geometrija,Vertikalna geometrija,Tip raskrsnice,Tip prelaza,Pješačka površina,Rasvjeta,Broj povrijeđenih učesnika 30 dana,Broj smrtno stradalih učesnika nakon 30 dana,Ukupno povrijeđenih učesnika,Ukupno smrtno stradalih učesnika,Putnički automobil,Pješak,Romobil,Bicikl,Motocikl,Lako teretno vozilo,Teško teretno vozilo,Autobus,Traktor,Ostalo
473,43.85952816,18.43307504,Lokalna cesta,05/11/2024,15:30:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Da,0,0,1,0,1,,,,,,,,,
474,43.85709,18.45384,Lokalna cesta,15/11/2024,16:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
475,43.844178,18.36726,Lokalna cesta,01/09/2022,11:00:00,Oblačno,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1,,,,,,,,,
476,43.849,18.3637,Magistralna cesta,07/09/2022,15:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
477,43.8515,18.3616,Lokalna cesta,09/09/2022,14:15:00,Oblačno,Dan,Mokar,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
478,43.85045905,18.35990349,Magistralna cesta,10/09/2022,15:40:00,Oblačno,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,U blizini pješačkog prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
479,43.84512606,18.34065647,Magistralna cesta,10/09/2022,21:45:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,U blizini pješačkog prelaza,Da,Da,0,0,2,0,2,,,,,,,,,
480,43.84522,18.34039,Magistralna cesta,11/09/2022,23:00:00,Vedro,Noć,Suh,0,0,1,Sudar prilikom obilaženja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
481,43.8575,18.35767,Lokalna cesta,14/09/2022,12:25:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
482,43.84701,18.35245,Magistralna cesta,15/09/2022,12:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
483,43.84809,18.35964,Magistralna cesta,20/09/2022,18:10:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,1,,,,
484,43.84911349,18.36561617,Magistralna cesta,23/09/2022,09:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
485,43.84512606,18.34065647,Lokalna cesta,25/09/2022,20:30:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
486,43.862091,18.35333,Lokalna cesta,12/10/2022,16:55:00,Oblačno,Sumrak,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
487,43.8386,18.34658,Regionalna cesta,13/10/2022,11:30:00,Vedro,Dan,Suh,0,0,1,Udar zadnjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
488,43.84484928,18.36968597,Regionalna cesta,16/10/2022,15:15:00,Vedro,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,1,,,,,,,,,
489,43.84839711,18.35933625,Magistralna cesta,18/10/2022,12:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
490,43.84841271,18.36040475,Lokalna cesta,20/10/2022,08:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1,,,,,1,,,,
491,43.84839711,18.35933625,Magistralna cesta,24/10/2022,14:50:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
492,43.84839711,18.35933625,Magistralna cesta,26/10/2022,13:25:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
493,43.85024579,18.35802646,Lokalna cesta,09/11/2022,13:15:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
494,43.848661,18.34509,Lokalna cesta,19/11/2022,18:30:00,Oblačno,Noć,Mokar,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
495,43.84794,18.35464,Magistralna cesta,12/12/2022,09:10:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
496,43.847927,18.358068,Magistralna cesta,16/12/2022,16:50:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
497,43.85038995,18.35988763,Lokalna cesta,17/12/2022,17:15:00,Oblačno,Noć,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
498,43.84737,18.3548,Lokalna cesta,17/12/2022,17:30:00,Oblačno,Sumrak,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Da,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,1,0,1,,,,,,,,,
499,43.84923547,18.36624833,Magistralna cesta,20/12/2022,14:30:00,Oblačno,Dan,Suh,0,0,1,Udar zadnjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
500,43.84714,18.3377,Lokalna cesta,21/12/2022,08:30:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1,,,,,,,,,
501,43.85038995,18.35988763,Lokalna cesta,30/12/2022,10:55:00,Oblačno,Dan,Suh,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1,,,,,,,,,
502,43.84636,18.347996,Magistralna cesta,13/01/2023,18:30:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
503,43.84942,18.35163,Lokalna cesta,21/01/2023,23:20:00,Oblačno,Noć,Mokar,0,0,1,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
504,43.84835068,18.35940063,Magistralna cesta,24/01/2023,18:30:00,Oblačno,Noć,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,3,,,,,,,,,
505,43.84949,18.34819,Magistralna cesta,02/02/2023,09:30:00,Oblačno,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,2,,,,,,,,,
506,43.84760886,18.35547521,Magistralna cesta,09/02/2023,19:15:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
507,43.844555,18.33497,Lokalna cesta,13/02/2023,15:35:00,Vedro,Dan,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2,,,,,,,,,
508,43.85385913,18.3303537,Regionalna cesta,15/02/2023,15:00:00,Vedro,Dan,Suh,0,0,2,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
509,43.84760886,18.35547521,Magistralna cesta,16/02/2023,20:48:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
510,43.862,18.35986,Lokalna cesta,20/02/2023,05:20:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
511,43.84500083,18.33962913,Lokalna cesta,20/02/2023,07:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
512,43.84760886,18.35547521,Magistralna cesta,21/02/2023,11:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4,,,,,,,,,
513,43.84760886,18.35547521,Lokalna cesta,07/03/2023,07:15:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
514,43.84903594,18.36030605,Lokalna cesta,08/03/2023,19:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Ne,Ne,0,0,1,0,2,,,,,,,,,
515,43.848465,18.361203,Magistralna cesta,14/03/2023,21:40:00,Vedro,Noć,Suh,0,0,3,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2,,,,,,,,,
516,43.8596339,18.357878,Lokalna cesta,15/03/2023,20:50:00,Oblačno,Noć,Mokar,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,2,,,,,,,,,
517,43.84548831,18.34305163,Lokalna cesta,24/03/2023,07:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
518,43.8493,18.366634,Magistralna cesta,24/03/2023,17:15:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1,,,,,,,,,
519,43.84832,18.35947,Magistralna cesta,30/03/2023,00:30:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
520,43.84838937,18.35945427,Magistralna cesta,17/04/2023,21:20:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
521,43.84838937,18.35945427,Magistralna cesta,18/04/2023,20:20:00,Oblačno,Noć,Mokar,0,1,0,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
522,43.848479,18.360423,Magistralna cesta,22/04/2023,12:20:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
523,43.85890626,18.35389999,Lokalna cesta,04/05/2023,15:50:00,Oblačno,Dan,Suh,0,1,0,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
524,43.850849,18.366211,Lokalna cesta,17/05/2023,20:30:00,Oblačno,Noć,Mokar,0,0,1,Udar u pješaka,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
525,43.84638,18.34744,Magistralna cesta,26/05/2023,18:50:00,Oblačno,Sumrak,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Pješački prelaz,Da,Da,0,0,1,0,2,,,,,,,,,
526,43.849759,18.369886,Magistralna cesta,27/05/2023,12:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Ne,0,0,1,0,3,,,,,,,,,
527,43.849759,18.369886,Magistralna cesta,27/05/2023,23:20:00,Oblačno,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,2,0,2,,,,,,,,,
528,43.849759,18.369886,Magistralna cesta,28/05/2023,22:20:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Da,Da,0,0,1,0,2,,,,,,,,,
529,43.85903963,18.35396887,Lokalna cesta,08/06/2023,12:10:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
530,43.86283,18.35246,Lokalna cesta,09/06/2023,21:05:00,Vedro,Noć,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
531,43.849759,18.369886,Magistralna cesta,12/06/2023,15:10:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4,,,,,,,,,
532,43.85924,18.3541,Lokalna cesta,16/06/2023,10:00:00,Oblačno,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
533,43.8542794,18.3663725,Magistralna cesta,16/06/2023,14:45:00,Oblačno,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Ne,0,0,1,0,1,,,,,1,,,,
534,43.84865202,18.34649485,Magistralna cesta,27/06/2023,20:30:00,Vedro,Noć,Suh,0,0,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Četverokraka raskrsnica,Pješački prelaz,Da,Da,0,0,3,0,2,,,,,,,,,
535,43.8508908,18.37183916,Lokalna cesta,29/06/2023,12:45:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,1,,,,,
536,43.8473,18.37497,Lokalna cesta,30/06/2023,18:00:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,,,,,1,,,,,
537,43.84391,18.35427,Lokalna cesta,04/07/2023,15:30:00,Oblačno,Dan,Mokar,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
538,43.850589,18.37238,Lokalna cesta,13/07/2023,16:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,1,,,,,
539,43.849558,18.360823,Magistralna cesta,16/07/2023,13:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,4,,,,,,,,,
540,43.84807264,18.359999,Lokalna cesta,26/07/2023,08:15:00,Oblačno,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
541,43.847612,18.360701,Magistralna cesta,26/07/2023,08:40:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
542,43.8542794,18.3663725,Lokalna cesta,02/08/2023,05:20:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
543,43.8542794,18.3663725,Lokalna cesta,03/08/2023,18:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
544,43.84983,18.36656,Lokalna cesta,04/08/2023,11:15:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
545,43.845954,18.344589,Magistralna cesta,06/08/2023,15:15:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
546,43.854283,18.36524,Regionalna cesta,06/09/2023,23:10:00,Vedro,Noć,Suh,0,0,1,Sudar vozila i e-romobila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,1,,,,,,
547,43.8470941,18.3537126,Magistralna cesta,08/09/2023,10:05:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
548,43.8470177,18.358188,Lokalna cesta,08/09/2023,11:15:00,Vedro,Dan,Suh,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
549,43.84978159,18.37180205,Lokalna cesta,19/09/2023,09:30:00,Vedro,Dan,Suh,0,0,1,Udar zadnjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
550,43.84669,18.34939,Magistralna cesta,19/09/2023,13:55:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
551,43.85281496,18.37634904,Lokalna cesta,23/09/2023,01:00:00,Vedro,Dan,Suh,0,0,2,Izlijetanje izvan kolovoza,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,1,,,,,,,,,
552,43.84610792,18.36519054,Regionalna cesta,23/09/2023,13:30:00,Vedro,Dan,Suh,0,0,1,Sudar prilikom obilaženja,Urbano,Dvosmjerna cesta,Krivina,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
553,43.837153,18.347652,Regionalna cesta,27/09/2023,08:00:00,Vedro,Dan,Suh,0,0,1,Sudar vozila i motocikla,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,1,,,,,,
554,43.84807264,18.359999,Magistralna cesta,05/10/2023,12:30:00,Vedro,Dan,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,2,0,2,,,,,,,,,
555,43.852438,18.358577,Regionalna cesta,14/10/2023,09:20:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
556,43.8463,18.34858,Magistralna cesta,14/10/2023,14:25:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,3,,,,,,,,,
557,43.85097877,18.36680027,Lokalna cesta,14/10/2023,16:05:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
558,43.85374785,18.364521,Regionalna cesta,23/10/2023,11:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
559,43.8537246,18.3645299,Regionalna cesta,31/10/2023,23:30:00,Vedro,Noć,Suh,0,0,2,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,2,0,1,,,,,1,,,,
560,43.84,18.349,Regionalna cesta,07/11/2023,20:10:00,Oblačno,Noć,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
561,43.8581685,18.3576435,Lokalna cesta,20/11/2023,12:55:00,Oblačno,Dan,Suh,0,0,1,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
562,43.84882,18.36501,Magistralna cesta,20/11/2023,20:30:00,Oblačno,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
563,43.85716,18.3658,Lokalna cesta,24/11/2023,17:45:00,Oblačno,Noć,Mokar,0,0,1,Udar u pješaka,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,1,,,,,,,,,
564,43.849292,18.366768,Magistralna cesta,17/12/2023,12:30:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,1,,,,,,
565,43.84697,18.3516,Magistralna cesta,20/12/2023,18:00:00,Magla,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,4,,,,,,,,,
566,43.846112,18.34722,Magistralna cesta,25/12/2023,06:45:00,Vedro,Dan,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,2,,,,,,,,,
567,43.85374785,18.364521,Regionalna cesta,28/12/2023,06:55:00,Magla,Dan,Suh,0,0,3,Sudar prilikom skretanja,Urbano,Dvosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,3,0,2,,,,,,,,,
568,43.862276,18.343258,Lokalna cesta,06/01/2024,13:35:00,Oblačno,Dan,Mokar,0,0,1,Udar prednjim dijelom vozila,Urbano,Dvosmjerna cesta,Pravac,Da,Bez raskrsnice,Bez prelaza,Ne,Ne,0,0,1,0,1,,,,,,,,,
569,43.84841,18.2139,Magistralna cesta,14/01/2024,02:40:00,Vedro,Noć,Suh,0,0,1,Udar prednjim dijelom vozila,Urbano,Jednosmjerna cesta,Pravac,Ne,Bez raskrsnice,Bez prelaza,Ne,Da,0,0,1,0,2,,,,,,,,,
